Kiswahili;Deutsch;Zusatz de;Wortart;Klasse;Animate;Singular Kiswahili;Klasse Singular;Plural Kiswahili;Klasse Plural;Plural Deutsch;Einsilbig;Verbstamm;Infinitiv;Thema;Anmerkung
salama;Gesundheit;;Substantiv;9/10;0;salama;9;salama;10;Gesundheiten;;;;Allgemein;
salama;in Ruhe;;Adverb;;;;;;;;;;;Allgemein;
salama;in Sicherheit;;Adverb;;;;;;;;;;;Allgemein;
salama;friedlich;;Adjektiv;;;;;;;;;;;Allgemein;
salama;ruhig;;Adjektiv;;;;;;;;;;;Allgemein;
salama;sicher;;Adjektiv;;;;;;;;;;;Allgemein;
Lala salama;Schlaf gut.;;Ausdruck;;;;;;;;;;;Allgemein;
-samehe;entschuldigen;;Verb;;;;;;;;0;samehe;kusamehe;Allgemein;
-samehe;verzeihen;;Verb;;;;;;;;0;samehe;kusamehe;Allgemein;
-samehe;vergeben;;Verb;;;;;;;;0;samehe;kusamehe;Allgemein;
-soma;lesen;;Verb;;;;;;;;0;soma;kusoma;Allgemein;
-soma;lernen;;Verb;;;;;;;;0;soma;kusoma;Allgemein;
-soma;studieren;;Verb;;;;;;;;0;soma;kusoma;Allgemein;
-somea;[jmdm.] vorlesen;;Verb;;;;;;;;0;somea;kusomea;Allgemein;
-soma shule;in die Schule gehen;;Ausdruck;;;;;;;;;;;Allgemein;
-dhani;denken;;Verb;;;;;;;;0;dhani;kudhani;Allgemein;
-dhani;glauben;;Verb;;;;;;;;0;dhani;kudhani;Allgemein;
-dhani;meinen;;Verb;;;;;;;;0;dhani;kudhani;Allgemein;
-dhani;annehmen;;Verb;;;;;;;;0;dhani;kudhani;Allgemein;
-dhani;vermuten;;Verb;;;;;;;;0;dhani;kudhani;Allgemein;
-faa;taugen;;Verb;;;;;;;;0;faa;kufaa;Allgemein;
-faa;nützen;;Verb;;;;;;;;0;faa;kufaa;Allgemein;
-faa;passen;;Verb;;;;;;;;0;faa;kufaa;Allgemein;
-faa;geeignet sein;;Verb;;;;;;;;0;faa;kufaa;Allgemein;
-faa;genügend sein;;Verb;;;;;;;;0;faa;kufaa;Allgemein;
-a kufaa;geeignet;;Adjektiv;;;;;;;;;;;Allgemein;
-a kufaa;nützlich;;Adjektiv;;;;;;;;;;;Allgemein;
-a kufaa;adäquat;;Adjektiv;;;;;;;;;;;Allgemein;
-a kufaa;passend;;Adjektiv;;;;;;;;;;;Allgemein;
haifai;es taugt nicht;;Ausdruck;;;;;;;;;;;Allgemein;
haifai;es gehört sich nicht;;Ausdruck;;;;;;;;;;;Allgemein;
-potea;verloren sein;;Verb;;;;;;;;0;potea;kupotea;Allgemein;
-potea njia;sich verlaufen;;Verb;;;;;;;;0;potea njia;kupotea njia;Allgemein;
akili zimempotea;er hat den Verstand verloren;;Ausdruck;;;;;;;;;;;Allgemein;
-potea;sich irren;;Verb;;;;;;;;0;potea;kupotea;Allgemein;
-potea;sich täuschen;;Verb;;;;;;;;0;potea;kupotea;Allgemein;
-potea;rar sein;;Verb;;;;;;;;0;potea;kupotea;Allgemein;
akili;Verstand;;Substantiv;9/10;0;akili;9;akili;10;;;;;Allgemein;
akili;Intellekt;;Substantiv;9/10;0;akili;9;akili;10;Intellekte;;;;Allgemein;
akili;Intelligenz;;Substantiv;9/10;0;akili;9;akili;10;Intelligenzen;;;;Allgemein;
akili;Vernunft;;Substantiv;9/10;0;akili;9;akili;10;;;;;Allgemein;
akili;Klugheit;;Substantiv;9/10;0;akili;9;akili;10;Klugheiten;;;;Allgemein;
akili;Gemüt;;Substantiv;9/10;0;akili;9;akili;10;Gemüte;;;;Allgemein;
akili;Fähigkeit;;Substantiv;9/10;0;akili;9;akili;10;Fähigkeiten;;;;Allgemein;
akili;Tüchtigkeit;;Substantiv;9/10;0;akili;9;akili;10;Tüchtigkeiten;;;;Allgemein;
-a akili;verständig;;Adjektiv;;;;;;;;;;;Allgemein;
-a akili;intelligent;;Adjektiv;;;;;;;;;;;Allgemein;
-a akili;klug;;Adjektiv;;;;;;;;;;;Allgemein;
-a akili;rationell;;Adjektiv;;;;;;;;;;;Allgemein;
-wa mgonjwa wa akili;psychisch krank sein;;Ausdruck;;;;;;;;;;;Allgemein;
-fikiri;denken;;Verb;;;;;;;;0;fikiri;kufikiri;Allgemein;
-fikiri;annehmen;;Verb;;;;;;;;0;fikiri;kufikiri;Allgemein;
-fikiri;nachdenken;;Verb;;;;;;;;0;fikiri;kufikiri;Allgemein;
-fikiri;überlegen;;Verb;;;;;;;;0;fikiri;kufikiri;Allgemein;
-fikiri;erwägen;;Verb;;;;;;;;0;fikiri;kufikiri;Allgemein;
-fikiri tena;überprüfen;;Verb;;;;;;;;0;fikiri tena;kufikiri tena;Allgemein;
-fikiri sana;grübeln;;Verb;;;;;;;;0;fikiri sana;kufikiri sana;Allgemein;
haki;Recht;;Substantiv;9/10;0;haki;9;haki;10;Rechte;;;;Allgemein;
haki;Gesetzlichkeit;;Substantiv;9/10;0;haki;9;haki;10;Gesetzlichkeiten;;;;Allgemein;
haki za binadamu;Menschenrechte;;Substantiv;10;0;;;haki za binadamu;10;Menschenrechte;;;;Allgemein;
binadamu;Mensch;;Substantiv;9/10;0;binadamu;9;binadamu;10;Menschen;;;;Allgemein;
binadamu;menschliches Wesen;;Substantiv;9/10;0;binadamu;9;binadamu;10;menschliche Wesen;;;;Allgemein;
-zima;erwachsen;;Adjektiv;;;;;;;;;;;Allgemein;
chai nzito;Tee mit viel Milch;;Ausdruck;;;;;;;;;;;Allgemein;
mambo mazito;ernste Probleme;;Ausdruck;;;;;;;;;;;Allgemein;
msiba mzito;schwerer Verlust;;Ausdruck;;;;;;;;;;;Allgemein;
swali zito;schwierige Frage;;Ausdruck;;;;;;;;;;;Allgemein;
usingizi mzito;tiefer Schlaf;;Ausdruck;;;;;;;;;;;Allgemein;
-bovu;schlecht;;Adjektiv;;;;;;;;;;;Allgemein;
-bovu;kaputt;;Adjektiv;;;;;;;;;;;Allgemein;
-bovu;verdorben;;Adjektiv;;;;;;;;;;;Allgemein;
-bovu;verfault;;Adjektiv;;;;;;;;;;;Allgemein;
-bovu;ungesund;;Adjektiv;;;;;;;;;;;Allgemein;
-bovu;wertlos;;Adjektiv;;;;;;;;;;;Allgemein;
-bovu;unzuverlässig;;Adjektiv;;;;;;;;;;;Allgemein;
-bovu;verfallen;;Adjektiv;;;;;;;;;;;Allgemein;
-chafu;schmutzig;;Adjektiv;;;;;;;;;;;Allgemein;
-chafu;unanständig;;Adjektiv;;;;;;;;;;;Allgemein;
-fupi;kurz;;Adjektiv;;;;;;;;;;;Allgemein;
-fupi;niedrig;;Adjektiv;;;;;;;;;;;Allgemein;
-fupi;klein (von Wuchs);;Adjektiv;;;;;;;;;;;Allgemein;
-geni;fremd;;Adjektiv;;;;;;;;;;;Allgemein;
-geni;fremdartig;;Adjektiv;;;;;;;;;;;Allgemein;
-geni;ausländisch;;Adjektiv;;;;;;;;;;;Allgemein;
-geni;seltsam;;Adjektiv;;;;;;;;;;;Allgemein;
-geni;kurios;;Adjektiv;;;;;;;;;;;Allgemein;
-geni;ungewohnt;;Adjektiv;;;;;;;;;;;Allgemein;
-kavu;trocken;;Adjektiv;;;;;;;;;;;Allgemein;
-kavu;dürr;;Adjektiv;;;;;;;;;;;Allgemein;
-kavu;ausgetrocknet;;Adjektiv;;;;;;;;;;;Allgemein;
-pana;weit;;Adjektiv;;;;;;;;;;;Allgemein;
-kubwa;gross;;Adjektiv;;;;;;;;;;;Allgemein;
-kubwa;bedeutsam;;Adjektiv;;;;;;;;;;;Allgemein;
-pana;breit;;Adjektiv;;;;;;;;;;;Allgemein;
-pana;ausgedehnt;;Adjektiv;;;;;;;;;;;Allgemein;
-pana;flach;;Adjektiv;;;;;;;;;;;Allgemein;
-pana;platt;;Adjektiv;;;;;;;;;;;Allgemein;
-pana;eben;;Adjektiv;;;;;;;;;;;Allgemein;
-pya;modern;;Adjektiv;;;;;;;;;;;Allgemein;
-pya;zeitgemäss;;Adjektiv;;;;;;;;;;;Allgemein;
-tamu;süss;;Adjektiv;;;;;;;;;;;Allgemein;
-tamu;lecker;;Adjektiv;;;;;;;;;;;Allgemein;
-tamu;angenehm;;Adjektiv;;;;;;;;;;;Allgemein;
-tamu;nett;;Adjektiv;;;;;;;;;;;Allgemein;
chakula kitamu;gutes Essen;;Ausdruck;;;;;;;;;;;Allgemein;
-tupu;leer;;Adjektiv;;;;;;;;;;;Allgemein;
-tupu;frei;;Adjektiv;;;;;;;;;;;Allgemein;
-tupu;unbesetzt;;Adjektiv;;;;;;;;;;;Allgemein;
-tupu;nackt;;Adjektiv;;;;;;;;;;;Allgemein;
-tupu;kahl;;Adjektiv;;;;;;;;;;;Allgemein;
-vivu;faul;;Adjektiv;;;;;;;;;;;Allgemein;
-vivu;träge;;Adjektiv;;;;;;;;;;;Allgemein;
-vivu;nachlässig;;Adjektiv;;;;;;;;;;;Allgemein;
-vivu;oberflächlich;;Adjektiv;;;;;;;;;;;Allgemein;
-vivu;langsam;;Adjektiv;;;;;;;;;;;Allgemein;
-vivu;teilnahmslos;;Adjektiv;;;;;;;;;;;Allgemein;
-zito;schwer;;Adjektiv;;;;;;;;;;;Allgemein;
-zito;schwierig;;Adjektiv;;;;;;;;;;;Allgemein;
-zito;stark;;Adjektiv;;;;;;;;;;;Allgemein;
-zito;wichtig;;Adjektiv;;;;;;;;;;;Allgemein;
-kuukuu;alt;;Adjektiv;;;;;;;;;;;Allgemein;
-kuukuu;abgenutzt;;Adjektiv;;;;;;;;;;;Allgemein;
-kuukuu;abgetragen;;Adjektiv;;;;;;;;;;;Allgemein;
-zee;alt;;Adjektiv;;;;;;;;;;;Allgemein;
-zee;betagt;;Adjektiv;;;;;;;;;;;Allgemein;
zizi;Stall;;Substantiv;5/6;0;zizi;5;mazizi;6;Ställe;;;;Allgemein;
zizi;Koppel;;Substantiv;5/6;0;zizi;5;mazizi;6;Koppeln;;;;Allgemein;
zizi;Einzäunung;;Substantiv;5/6;0;zizi;5;mazizi;6;Einzäunungen;;;;Allgemein;
kizizi;Einzäunung;;Substantiv;7/8;0;kizizi;7;vizizi;8;Einzäunungen;;;;Allgemein;
kizizi;Stall;;Substantiv;7/8;0;kizizi;7;vizizi;8;Ställe;;;;Allgemein;
kizizi;Koppel;;Substantiv;7/8;0;kizizi;7;vizizi;8;Koppeln;;;;Allgemein;
banda;Stall;;Substantiv;5/6;0;banda;5;mabanda;6;Ställe;;;;Allgemein;
banda;Hütte;;Substantiv;5/6;0;banda;5;mabanda;6;Hütten;;;;Allgemein;
banda;Unterstand;;Substantiv;5/6;0;banda;5;mabanda;6;Unterstände;;;;Allgemein;
banda;Schuppen;;Substantiv;5/6;0;banda;5;mabanda;6;Schuppen;;;;Allgemein;
kibanda;Hütte;;Substantiv;7/8;0;kibanda;7;vibanda;8;Hütten;;;;Allgemein;
kibanda;Schuppen;;Substantiv;7/8;0;kibanda;7;vibanda;8;Schuppen;;;;Allgemein;
kibanda;Stall;;Substantiv;7/8;0;kibanda;7;vibanda;8;Ställe;;;;Allgemein;
-amini;glauben;;Verb;;;;;;;;0;amini;kuamini;Allgemein;
adui;Feind;;Substantiv;9/10;1;adui;9;adui;10;Feinde;;;;Allgemein;
mama mdogo;Tante;;Substantiv;9/10;1;mama mdogo;9;mama wadogo;10;Tanten;;;;Allgemein;Mama mdogo ist die Schwester der Mutter, die Schwester des Vaters ist shangazi
-enye;mit;;Sonstige;;;;;;;;;;;Allgemein;
-enyewe;selbst;;Sonstige;;;;;;;;;;;Allgemein;
-enyewe;selbsttätig;;Sonstige;;;;;;;;;;;Allgemein;
-enyewe;allein;;Sonstige;;;;;;;;;;;Allgemein;
-enyewe;für sich;;Sonstige;;;;;;;;;;;Allgemein;
-tafsiri;übersetzen;;Verb;;;;;;;;0;tafsiri;kutafsiri;Allgemein;
utumizi;Gebrauch;;Substantiv;11;0;utumizi;11;;;;;;;Allgemein;
utamaduni;Kultur;;Substantiv;11/10;0;utamaduni;11;tamaduni;10;Kulturen;;;;Allgemein;
stadi;Fähigkeit;;Substantiv;5/6;0;stadi;5;mastadi;6;Fähigkeiten;;;;Allgemein;
stadi;Fertigkeit;;Substantiv;5/6;0;stadi;5;mastadi;6;Fertigkeiten;;;;Allgemein;
tathmini;Bewertung;;Substantiv;9/10;0;tathmini;9;tathmini;10;Bewertungen;;;;Allgemein;
tathmini;Einschätzung;;Substantiv;9/10;0;tathmini;9;tathmini;10;Einschätzungen;;;;Allgemein;
tathmini;Evaluation;;Substantiv;9/10;0;tathmini;9;tathmini;10;Evaluationen;;;;Allgemein;
tathmini;Abrechnung;;Substantiv;9/10;0;tathmini;9;tathmini;10;Abrechnungen;;;;Allgemein;
-fariki;sterben;;Verb;;;;;;;;0;fariki;kufariki;Allgemein;Wird nur für Menschen verwendet. Für Tiere und Pflanzen muss -faa verwendet werden
Unapika vipi chapati?;Wie bereitest Du Chapati zu?;;Beispiel;;;;;;;;;;;Allgemein;
poa;cool;;Sonstige;;;;;;;;;;;Allgemein;
mbona;warum;;Sonstige;;;;;;;;;;;Allgemein;
-elezea;[jmdm.] etw. erklären;;Verb;;;;;;;;0;elezea;kuelezea;Allgemein;
-eleza;erklären;;Verb;;;;;;;;0;eleza;kueleza;Allgemein;
-eleza;klar machen;;Verb;;;;;;;;0;eleza;kueleza;Allgemein;
-eleza;darlegen;;Verb;;;;;;;;0;eleza;kueleza;Allgemein;
-eleza;schildern;;Verb;;;;;;;;0;eleza;kueleza;Allgemein;
-eleza;klären;;Verb;;;;;;;;0;eleza;kueleza;Allgemein;
aina;Art;;Substantiv;9/10;0;aina;9;aina;10;Arten;;;;Allgemein;
aina;Weise;;Substantiv;9/10;0;aina;9;aina;10;Weisen;;;;Allgemein;
aina;Sorte;;Substantiv;9/10;0;aina;9;aina;10;Sorten;;;;Allgemein;
aina;Kategorie;;Substantiv;9/10;0;aina;9;aina;10;Kategorien;;;;Allgemein;
aina;Typ;;Substantiv;9/10;0;aina;9;aina;10;Typen;;;;Allgemein;
usafiri;Transportmittel;;Substantiv;11;0;usafiri;11;;;;;;;Allgemein;
usafiri;Verkehr;;Substantiv;11;0;usafiri;11;;;;;;;Allgemein;
-andaa;vorbereiten;;Verb;;;;;;;;0;andaa;kuandaa;Allgemein;
-jiandaa;sich vorbereiten;;Verb;;;;;;;;0;jiandaa;kujiandaa;Allgemein;
-tayarisha;vorbereiten;;Verb;;;;;;;;0;tayarisha;kutayarisha;Allgemein;
-panga;planen;;Verb;;;;;;;;0;panga;kupanga;Allgemein;
-panga;ordnen;;Verb;;;;;;;;0;panga;kupanga;Allgemein;
-panga;anordnen;;Verb;;;;;;;;0;panga;kupanga;Allgemein;
-panga;sortieren;;Verb;;;;;;;;0;panga;kupanga;Allgemein;
-panga;systematisieren;;Verb;;;;;;;;0;panga;kupanga;Allgemein;
-panga;richtigstellen;;Verb;;;;;;;;0;panga;kupanga;Allgemein;
-panga;regeln;;Verb;;;;;;;;0;panga;kupanga;Allgemein;
-panga;aufräumen;;Verb;;;;;;;;0;panga;kupanga;Allgemein;
-panga;Ordnung machen;;Verb;;;;;;;;0;panga;kupanga;Allgemein;
-panga wakati;Zeit festsetzen;;Verb;;;;;;;;0;panga wakati;kupanga wakati;Allgemein;
-panga wakati;sich verabreden;;Verb;;;;;;;;0;panga wakati;kupanga wakati;Allgemein;
panga;Buschmesser;;Substantiv;5/6;0;panga;5;mapanga;6;Buschmesser;;;;Allgemein;
Nimemchukua Emma chekechea.;Ich habe Emma vom Kindergarten abgeholt.;;Beispiel;;;;;;;;;;;Allgemein;
mwangalifu;aufmerksamer Mensch;;Substantiv;1/2;0;mwangalifu;1;wangalifu;2;aufmerksame Menschen;;;;Allgemein;
mwangalifu;sorgfältiger Mensch;;Substantiv;1/2;0;mwangalifu;1;wangalifu;2;sorfältige Menschen;;;;Allgemein;
mwangalifu;umsichtiger Mensch;;Substantiv;1/2;0;mwangalifu;1;wangalifu;2;umsichtige Menschen;;;;Allgemein;
uwe mwangalifu na;sei vorsichtig mit;;Ausdruck;;;;;;;;;;;Allgemein;
-zoea;gewohnt sein;;Verb;;;;;;;;0;zoea;kuzoea;Allgemein;
-zoea;eine Gewohnheit haben;;Verb;;;;;;;;0;zoea;kuzoea;Allgemein;
-zoea;sich gewöhnen an;;Verb;;;;;;;;0;zoea;kuzoea;Allgemein;
hasa;besonders;;Adverb;;;;;;;;;;;Allgemein;
hasa;vor allem;;Adverb;;;;;;;;;;;Allgemein;
hasa;vornehmlich;;Adverb;;;;;;;;;;;Allgemein;
hasa;vorwiegend;;Adverb;;;;;;;;;;;Allgemein;
hasa;genau;;Adverb;;;;;;;;;;;Allgemein;
hasa;gerade;;Adverb;;;;;;;;;;;Allgemein;
hasa;richtig;;Adverb;;;;;;;;;;;Allgemein;
nauli;Fahrgeld;;Substantiv;9/10;0;nauli;9;nauli;10;Fahrgelder;;;;Allgemein;
nauli;Frachtkosten;;Substantiv;9/10;0;nauli;9;nauli;10;Frachtkosten;;;;Allgemein;
meli;Schiff;;Substantiv;9/10;0;meli;9;meli;10;Schiffe;;;;Allgemein;
meli;Dampfer;;Substantiv;9/10;0;meli;9;meli;10;Dampfer;;;;Allgemein;
-paswa;müssen;;Verb;;;;;;;;0;paswa;kupaswa;Allgemein;
-paswa;die Pflicht haben;;Verb;;;;;;;;0;paswa;kupaswa;Allgemein;
-amini;trauen;;Verb;;;;;;;;0;amini;kuamini;Allgemein;
-amini;vertrauen;;Verb;;;;;;;;0;amini;kuamini;Allgemein;
-amini;anvertrauen;;Verb;;;;;;;;0;amini;kuamini;Allgemein;
Richard ana gari aina ya Toyota.;Richard hat einen Toyota.;;Beispiel;;;;;;;;;;;Allgemein;Wörtlich: Richard hat ein Auto vom Typ Toyota.
mwenzi;Partner;;Substantiv;1/2;0;mwenzi;1;wenzi;2;Partner;;;;Allgemein;
abiria;Passagier;;Substantiv;9/10;0;abiria;9;abiria;10;Passagiere;;;;Allgemein;
abiria;Fahrgast;;Substantiv;9/10;0;abiria;9;abiria;10;Fahrgäste;;;;Allgemein;
anga;Himmel;;Substantiv;9/10;0;anga;9;anga;10;Himmel;;;;Allgemein;auch: anga (maanga) Kl. 5/6
-kokota;ziehen;;Verb;;;;;;;;0;kokota;kukokota;Allgemein;
-kokota;schleppen;;Verb;;;;;;;;0;kokota;kukokota;Allgemein;
-kokota;schleifen;;Verb;;;;;;;;0;kokota;kukokota;Allgemein;
Kuna wingi wa ...?;Gibt es einen Plural für ...?;;Beispiel;;;;;;;;;;;Allgemein;
wingi;Plural;;Substantiv;9;0;wingi;9;;;;;;;Allgemein;
wingi;Mehrheit;;Substantiv;9;0;wingi;9;;;;;;;Allgemein;
ramani;Zeichnung;;Substantiv;9/10;0;ramani;9;ramani;10;Zeichnungen;;;;Allgemein;
ramani;Skizze;;Substantiv;9/10;0;ramani;9;ramani;10;Skizzen;;;;Allgemein;
ramani;Entwurf;;Substantiv;9/10;0;ramani;9;ramani;10;Entwürfe;;;;Allgemein;
hebu;Wohlan!;;Sonstige;;;;;;;;;;;Allgemein;
hebu;Nun denn!;;Sonstige;;;;;;;;;;;Allgemein;
hebu;Los!;;Sonstige;;;;;;;;;;;Allgemein;
uwongo;Unwahrheit;;Substantiv;11;0;uwongo;11;;;;;;;Allgemein;
hata;auch;;Adverb;;;;;;;;;;;Allgemein;
hata hivyo;jedoch;;Adverb;;;;;;;;;;;Allgemein;
hata hivyo;trotzdem;;Adverb;;;;;;;;;;;Allgemein;
hata kidogo;überhaupt nicht;;Sonstige;;;;;;;;;;;Allgemein;
jumla;Summe;;Substantiv;9/10;0;jumla;9;jumla;10;Summen;;;;Allgemein;
jumla;Gesamtzahl;;Substantiv;9/10;0;jumla;9;jumla;10;Gesamtzahlen;;;;Allgemein;
kwa jumla;insgesamt;;Sonstige;;;;;;;;;;;Allgemein;
-takia;[jmdm. etw.] wünschen;;Verb;;;;;;;;0;takia;kutakia;Allgemein;
heri;Glück;;Substantiv;9/10;0;heri;9;heri;10;Glück;;;;Allgemein;heri = kheri
heri;Seligkeit;;Substantiv;9/10;0;heri;9;heri;10;Seligkeit;;;;Allgemein;heri = kheri
heri;Erfolg;;Substantiv;9/10;0;heri;9;heri;10;Erfolge;;;;Allgemein;heri = kheri
heri;Vorteil;;Substantiv;9/10;0;heri;9;heri;10;Vorteile;;;;Allgemein;heri = kheri
kwa heri;auf Wiedersehen;;Ausdruck;;;;;;;;;;;Allgemein;
kheri;Glück;;Substantiv;9/10;0;kheri;9;kheri;10;Glück;;;;Allgemein;heri = kheri
kheri;Seligkeit;;Substantiv;9/10;0;kheri;9;kheri;10;Seligkeit;;;;Allgemein;heri = kheri
kheri;Erfolg;;Substantiv;9/10;0;kheri;9;kheri;10;Erfolge;;;;Allgemein;heri = kheri
kheri;Vorteil;;Substantiv;9/10;0;kheri;9;kheri;10;Vorteile;;;;Allgemein;heri = kheri
mara nyingine;manchmal;;Ausdruck;;;;;;;;;;;Allgemein;
licha (ya) ... hata ...;nicht nur ... sondern auch ...;;Ausdruck;;;;;;;;;;;Allgemein;
mkokoteni;Karren;;Substantiv;3/4;0;mkokoteni;3;mikokoteni;4;Karren;;;;Allgemein;
mkokoteni;Handwagen;;Substantiv;3/4;0;mkokoteni;3;mikokoteni;4;Handwagen;;;;Allgemein;
Tunasoma kwa sauti.;Wir lesen laut.;;Beispiel;;;;;;;;;;;Allgemein;
dhumuni;Grund;;Substantiv;5/6;0;dhumuni;5;madhumuni;6;Gründe;;;;Allgemein;
dhumuni;Zweck;;Substantiv;5/6;0;dhumuni;5;madhumuni;6;Zwecke;;;;Allgemein;
kasi;schnell;;Adverb;;;;;;;;;;;Allgemein;
kasi;hastig;;Adverb;;;;;;;;;;;Allgemein;
starehe;Komfort;;Substantiv;;0;starehe;;;;;;;;Allgemein;
kamwe;ganz und gar nicht;;Adverb;;;;;;;;;;;Allgemein;
kamwe;niemals;;Adverb;;;;;;;;;;;Allgemein;
kamwe;absolut nicht;;Adverb;;;;;;;;;;;Allgemein;
-tunza;pflegen;;Verb;;;;;;;;0;tunza;kutunza;Allgemein;
-tunza;versorgen;;Verb;;;;;;;;0;tunza;kutunza;Allgemein;
-tunza;umsorgen;;Verb;;;;;;;;0;tunza;kutunza;Allgemein;
-tunza kwa;sorgen für;;Verb;;;;;;;;0;tunza kwa;kutunza kwa;Allgemein;
-tunza mtoto;ein Kind versorgen;;Verb;;;;;;;;0;tunza mtoto;kutunza mtoto;Allgemein;
-tunza;instandhalten;;Verb;;;;;;;;0;tunza;kutunza;Allgemein;
-tunza;schützen;;Verb;;;;;;;;0;tunza;kutunza;Allgemein;
-tunza;bewahren;;Verb;;;;;;;;0;tunza;kutunza;Allgemein;
-tunza;wahren;;Verb;;;;;;;;0;tunza;kutunza;Allgemein;
-tunza;verhüten;;Verb;;;;;;;;0;tunza;kutunza;Allgemein;
-zuia;verhüten;;Verb;;;;;;;;0;zuia;kuzuia;Allgemein;
mteja;Kunde;;Substantiv;1/2;0;mteja;1;wateja;2;Kunden;;;;Allgemein;
mteja;Käufer;;Substantiv;1/2;0;mteja;1;wateja;2;Käufer;;;;Allgemein;
mwuzaji;Verkäufer;;Substantiv;1/2;0;mwuzaji;1;wauzaji;2;Verkäufer;;;;Allgemein;
mtalii;Tourist;;Substantiv;1/2;0;mtalii;1;watalii;2;Touristen;;;;Allgemein;
ndoto;Traum;;Substantiv;9/10;0;ndoto;9;ndoto;10;Träume;;;;Allgemein;
ndoto;(das) Träumen;;Substantiv;9/10;0;ndoto;9;ndoto;10;;;;;Allgemein;
ndoto;Phantasie;;Substantiv;9/10;0;ndoto;9;ndoto;10;Phantasien;;;;Allgemein;
-ota;träumen;;Verb;;;;;;;;0;ota;kuota;Allgemein;
-ota;halb wach sein;;Verb;;;;;;;;0;ota;kuota;Allgemein;
-ota;schwärmen;;Verb;;;;;;;;0;ota;kuota;Allgemein;
-ota;phantasieren;;Verb;;;;;;;;0;ota;kuota;Allgemein;
-ota ndoto;einen Traum haben;;Ausdruck;;;;;;;;;;;Allgemein;
siri;Geheimnis;;Substantiv;9/10;0;siri;9;siri;10;Geheimnisse;;;;Allgemein;
-a siri;geheim;;Adjektiv;;;;;;;;;;;Allgemein;
-a siri;geheimnisvoll;;Adjektiv;;;;;;;;;;;Allgemein;
-a siri;verschwiegen;;Adjektiv;;;;;;;;;;;Allgemein;
-a siri;verborgen;;Adjektiv;;;;;;;;;;;Allgemein;
-a siri;versteckt;;Adjektiv;;;;;;;;;;;Allgemein;
Una miaka mingapi?;Wie alt bist Du? Wie alt sind Sie?;;Beispiel;;;;;;;;;;;Allgemein;
Una umri gani?;Wie alt bist Du? Wie alt sind Sie?;;Beispiel;;;;;;;;;;;Allgemein;
umri;Alter;;Substantiv;9;0;umri;9;;;;;;;Allgemein;
umri;Lebensalter;;Substantiv;9;0;umri;9;;;;;;;Allgemein;
mawasiliano;Kommunikation;;Substantiv;5;0;mawasiliano;5;;;;;;;Allgemein;
Mtoto ni mgonjwa.;Das Kind ist krank.;;Beispiel;;;;;;;;;;;Allgemein;
-kasirika;ärgerlich sein;;Verb;;;;;;;;0;kasirika;kukasirika;Allgemein;
-kasirika;gereizt sein;;Verb;;;;;;;;0;kasirika;kukasirika;Allgemein;
-kasirika;sich empören;;Verb;;;;;;;;0;kasirika;kukasirika;Allgemein;
-kasirika;sich entrüsten;;Verb;;;;;;;;0;kasirika;kukasirika;Allgemein;
-kasirika juu ya;sich entrüsten über;;Verb;;;;;;;;0;kasirika juu ya;kukasirika juu ya;Allgemein;
-kasirika juu ya;sich ärgern über;;Verb;;;;;;;;0;kasirika juu ya;kukasirika juu ya;Allgemein;
-kasirisha;ärgern;;Verb;;;;;;;;0;kasirisha;kukasirisha;Allgemein;
-kasirisha;reizen;;Verb;;;;;;;;0;kasirisha;kukasirisha;Allgemein;
-kasirisha;provozieren;;Verb;;;;;;;;0;kasirisha;kukasirisha;Allgemein;
-kasirisha;erzürnen;;Verb;;;;;;;;0;kasirisha;kukasirisha;Allgemein;
-chokoza;provozieren;;Verb;;;;;;;;0;chokoza;kuchokoza;Allgemein;
-chokoza;necken;;Verb;;;;;;;;0;chokoza;kuchokoza;Allgemein;
-chokoza;hänseln;;Verb;;;;;;;;0;chokoza;kuchokoza;Allgemein;
-chokoza;reizen;;Verb;;;;;;;;0;chokoza;kuchokoza;Allgemein;
-chokoza;aufhetzen;;Verb;;;;;;;;0;chokoza;kuchokoza;Allgemein;
-chokoza;herausfordern;;Verb;;;;;;;;0;chokoza;kuchokoza;Allgemein;
-chokoza;anregen;;Verb;;;;;;;;0;chokoza;kuchokoza;Allgemein;
-chokoza;täuschen;;Verb;;;;;;;;0;chokoza;kuchokoza;Allgemein;
-chokoza;irritieren;;Verb;;;;;;;;0;chokoza;kuchokoza;Allgemein;
mchokozi;Provokateur;;Substantiv;1/2;0;mchokozi;1;wachokozi;2;Provokateure;;;;Allgemein;
mchokozi;neugieriger Mensch;;Substantiv;1/2;0;mchokozi;1;wachokozi;2;neugierige Menschen;;;;Allgemein;
mchokozi;zudringlicher Mensch;;Substantiv;1/2;0;mchokozi;1;wachokozi;2;zudringliche Menschen;;;;Allgemein;
-moja -moja;einzeln;;Ausdruck;;;;;;;;;;;Allgemein;
-tia;hineintun;;Verb;;;;;;;;0;tia;kutia;Allgemein;
-tia;hineinlegen;;Verb;;;;;;;;0;tia;kutia;Allgemein;
-tia;zusetzen;;Verb;;;;;;;;0;tia;kutia;Allgemein;
-tia;hinzutun;;Verb;;;;;;;;0;tia;kutia;Allgemein;
-tia furaha;erfreuen;;Ausdruck;;;;;;;;;;;Allgemein;
-tia furaha;Freude machen;;Ausdruck;;;;;;;;;;;Allgemein;
